CPU: ID 0x206a7, Processor Type 0x0, Family 0x6, Model 0x2a, Stepping 0x7
Northbridge: 8086:0104 (2nd generation (Sandy Bridge family) Core Processor (Mobile))
Southbridge: 8086:1c49 (HM65)
IGD: 8086:0126 (Intel(R) HD 3000 Graphics)

============= GPIOS =============

GPIOBASE = 0x0500 (IO)

gpiobase+0x0000: 0x39e3eddf (GPIO_USE_SEL)
gpiobase+0x0000: 0xb96ba1ff (GPIO_USE_SEL) DEFAULT
gpiobase+0x0000: 0x80884c20 (GPIO_USE_SEL) DIFF
gpiobase+0x0004: 0x86bde7de (GP_IO_SEL)
gpiobase+0x0004: 0xf6ff6eff (GP_IO_SEL) DEFAULT
gpiobase+0x0004: 0x70428921 (GP_IO_SEL) DIFF
gpiobase+0x0008: 0x00000000 (RESERVED)
gpiobase+0x000c: 0xe1f7f7de (GP_LVL)
gpiobase+0x000c: 0x02fe0100 (GP_LVL) DEFAULT
gpiobase+0x000c: 0xe309f6de (GP_LVL) DIFF
gpiobase+0x0010: 0x00000000 (RESERVED)
gpiobase+0x0014: 0x00000000 (RESERVED)
gpiobase+0x0018: 0x00000000 (GPO_BLINK)
gpiobase+0x0018: 0x00040000 (GPO_BLINK) DEFAULT
gpiobase+0x0018: 0x00040000 (GPO_BLINK) DIFF
gpiobase+0x001c: 0x00000000 (GP_SER_BLINK)
gpiobase+0x0020: 0x00080000 (GP_SB_CMDSTS)
gpiobase+0x0024: 0x00000000 (GP_SB_DATA)
gpiobase+0x0028: 0x0010     (GPI_NMI_EN)
gpiobase+0x0028: 0x0000     (GPI_NMI_EN) DEFAULT
gpiobase+0x0028: 0x0010     (GPI_NMI_EN) DIFF
gpiobase+0x002a: 0x0000     (GPI_NMI_STS)
gpiobase+0x002c: 0x00006cca (GPI_INV)
gpiobase+0x002c: 0x00000000 (GPI_INV) DEFAULT
gpiobase+0x002c: 0x00006cca (GPI_INV) DIFF
gpiobase+0x0030: 0x32ff50fe (GPIO_USE_SEL2)
gpiobase+0x0030: 0x020300fe (GPIO_USE_SEL2) DEFAULT
gpiobase+0x0030: 0x30fc5000 (GPIO_USE_SEL2) DIFF
gpiobase+0x0034: 0x0dddffc4 (GP_IO_SEL2)
gpiobase+0x0034: 0x1f57fff4 (GP_IO_SEL2) DEFAULT
gpiobase+0x0034: 0x128a0030 (GP_IO_SEL2) DIFF
gpiobase+0x0038: 0xfffcefc4 (GP_LVL2)
gpiobase+0x0038: 0xa4aa0007 (GP_LVL2) DEFAULT
gpiobase+0x0038: 0x5b56efc3 (GP_LVL2) DIFF
gpiobase+0x003c: 0x00000000 (RESERVED)
gpiobase+0x0040: 0x000007f0 (GPIO_USE_SEL3)
gpiobase+0x0040: 0x00000030 (GPIO_USE_SEL3) DEFAULT
gpiobase+0x0040: 0x000007c0 (GPIO_USE_SEL3) DIFF
gpiobase+0x0044: 0x00000820 (GP_IO_SEL3)
gpiobase+0x0044: 0x00000ff0 (GP_IO_SEL3) DEFAULT
gpiobase+0x0044: 0x000007d0 (GP_IO_SEL3) DIFF
gpiobase+0x0048: 0x00000eff (GPIO_LVL3)
gpiobase+0x0048: 0x000000c0 (GPIO_LVL3) DEFAULT
gpiobase+0x0048: 0x00000e3f (GPIO_LVL3) DIFF
gpiobase+0x004c: 0x00000000 (RESERVED)
gpiobase+0x0050: 0x00000000 (RESERVED)
gpiobase+0x0054: 0x00000000 (RESERVED)
gpiobase+0x0058: 0x00000000 (RESERVED)
gpiobase+0x005c: 0x00000000 (RESERVED)
gpiobase+0x0060: 0x41000000 (GP_RST_SEL1)
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DEFAULT
gpiobase+0x0060: 0x40000000 (GP_RST_SEL1) DIFF
gpiobase+0x0064: 0x00000000 (GP_RST_SEL2)
gpiobase+0x0068: 0x00000000 (GP_RST_SEL3)
gpiobase+0x006c: 0x00000000 (RESERVED)
gpiobase+0x0070: 0x00000000 (RESERVED)
gpiobase+0x0074: 0x00000000 (RESERVED)
gpiobase+0x0078: 0x00000000 (RESERVED)
gpiobase+0x007c: 0x00000000 (RESERVED)



============= RCBA ==============

RCBA = 0xfed1c000 (MEM)

0x0050: 0x812a0654
0x09e484: 0xffffffff
0x09e488: 0xffffffff
0x09e48c: 0xffffffff
0x09e490: 0xffffffff
0x09e494: 0xffffffff
0x09e498: 0xffffffff
0x09e49c: 0xffffffff
0x09e4a0: 0xffffffff
0x09e4a4: 0xffffffff
0x09e4a8: 0xffffffff
0x09e4ac: 0xffffffff
0x09e4b0: 0xffffffff
0x09e4b4: 0xffffffff
0x09e4b8: 0xffffffff
0x09e4bc: 0xffffffff
0x09e4c0: 0xffffffff
0x09e4c4: 0xffffffff
0x09e4c8: 0xffffffff
0x09e4cc: 0xffffffff
0x09e4d0: 0xffffffff
0x09e4d4: 0xffffffff
0x09e4d8: 0xffffffff
0x09e4dc: 0xffffffff
0x09e4e0: 0xffffffff
0x09e4e4: 0xffffffff
0x09e4e8: 0xffffffff
0x09e4ec: 0xffffffff
0x09e4f0: 0xffffffff
0x09e4f4: 0xffffffff
0x09e4f8: 0xffffffff
0x09e4fc: 0xffffffff
0x09e500: 0xffffffff
0x09e504: 0xffffffff
0x09e508: 0xffffffff
0x09e50c: 0xffffffff
0x09e510: 0xffffffff
0x09e514: 0xffffffff
0x09e518: 0xffffffff
0x09e51c: 0xffffffff
0x09e520: 0xffffffff
0x09e524: 0xffffffff
0x09e528: 0xffffffff
0x09e52c: 0xffffffff
0x09e530: 0xffffffff
0x09e534: 0xffffffff
0x09e538: 0xffffffff
0x09e53c: 0xffffffff
0x09e540: 0xffffffff
0x09e544: 0xffffffff
0x09e548: 0xffffffff
0x09e54c: 0xffffffff
0x09e550: 0xffffffff
0x09e554: 0xffffffff
0x09e558: 0xffffffff
0x09e55c: 0xffffffff
0x09e560: 0xffffffff
0x09e564: 0xffffffff
0x09e568: 0xffffffff
0x09e56c: 0xffffffff
0x09e570: 0xffffffff
0x09e574: 0xffffffff
0x09e578: 0xffffffff
0x09e57c: 0xffffffff
0x09e580: 0xffffffff
0x09e584: 0xffffffff
0x09e588: 0xffffffff
0x09e58c: 0xffffffff
0x09e590: 0xffffffff
0x09e594: 0xffffffff
0x09e598: 0xffffffff
0x09e59c: 0xffffffff
0x09e5a0: 0xffffffff
0x09e5a4: 0xffffffff
0x09e5a8: 0xffffffff
0x09e5ac: 0xffffffff
0x09e5b0: 0xffffffff
0x09e5b4: 0xffffffff
0x09e5b8: 0xffffffff
0x09e5bc: 0xffffffff
0x09e5c0: 0xffffffff
0x09e5c4: 0xffffffff
0x09e5c8: 0xffffffff
0x09e5cc: 0xffffffff
0x09e5d0: 0xffffffff
0x09e5d4: 0xffffffff
0x09e5d8: 0xffffffff
0x09e5dc: 0xffffffff
0x09e5e0: 0xffffffff
0x09e5e4: 0xffffffff
0x09e5e8: 0xffffffff
0x09e5ec: 0xffffffff
0x09e5f0: 0xffffffff
0x09e5f4: 0xffffffff
0x09e5f8: 0xffffffff
0x09e5fc: 0xffffffff
0x09e600: 0xffffffff
0x09e604: 0xffffffff
0x09e608: 0xffffffff
0x09e60c: 0xffffffff
0x09e610: 0xffffffff
0x09e614: 0xffffffff
0x09e618: 0xffffffff
0x09e61c: 0xffffffff
0x09e620: 0xffffffff
0x09e624: 0xffffffff
0x09e628: 0xffffffff
0x09e62c: 0xffffffff
0x09e630: 0xffffffff
0x09e634: 0xffffffff
0x09e638: 0xffffffff
0x09e63c: 0xffffffff
0x09e640: 0xffffffff
0x09e644: 0xffffffff
0x09e648: 0xffffffff
0x09e64c: 0xffffffff
0x09e650: 0xffffffff
0x09e654: 0xffffffff
0x09e658: 0xffffffff
0x09e65c: 0xffffffff
0x09e660: 0xffffffff
0x09e664: 0xffffffff
0x09e668: 0xffffffff
0x09e66c: 0xffffffff
0x09e670: 0xffffffff
0x09e674: 0xffffffff
0x09e678: 0xffffffff
0x09e67c: 0xffffffff
0x09e680: 0xffffffff
0x09e684: 0xffffffff
0x09e688: 0xffffffff
0x09e68c: 0xffffffff
0x09e690: 0xffffffff
0x09e694: 0xffffffff
0x09e698: 0xffffffff
0x09e69c: 0xffffffff
0x09e6a0: 0xffffffff
0x09e6a4: 0xffffffff
0x09e6a8: 0xffffffff
0x09e6ac: 0xffffffff
0x09e6b0: 0xffffffff
0x09e6b4: 0xffffffff
0x09e6b8: 0xffffffff
0x09e6bc: 0xffffffff
0x09e6c0: 0xffffffff
0x09e6c4: 0xffffffff
0x09e6c8: 0xffffffff
0x09e6cc: 0xffffffff
0x09e6d0: 0xffffffff
0x09e6d4: 0xffffffff
0x09e6d8: 0xffffffff
0x09e6dc: 0xffffffff
0x09e6e0: 0xffffffff
0x09e6e4: 0xffffffff
0x09e6e8: 0xffffffff
0x09e6ec: 0xffffffff
0x09e6f0: 0xffffffff
0x09e6f4: 0xffffffff
0x09e6f8: 0xffffffff
0x09e6fc: 0xffffffff
0x09e700: 0xffffffff
0x09e704: 0xffffffff
0x09e708: 0xffffffff
0x09e70c: 0xffffffff
0x09e710: 0xffffffff
0x09e714: 0xffffffff
0x09e718: 0xffffffff
0x09e71c: 0xffffffff
0x09e720: 0xffffffff
0x09e724: 0xffffffff
0x09e728: 0xffffffff
0x09e72c: 0xffffffff
0x09e730: 0xffffffff
0x09e734: 0xffffffff
0x09e738: 0xffffffff
0x09e73c: 0xffffffff
0x09e740: 0xffffffff
0x09e744: 0xffffffff
0x09e748: 0xffffffff
0x09e74c: 0xffffffff
0x09e750: 0xffffffff
0x09e754: 0xffffffff
0x09e758: 0xffffffff
0x09e75c: 0xffffffff
0x09e760: 0xffffffff
0x09e764: 0xffffffff
0x09e768: 0xffffffff
0x09e76c: 0xffffffff
0x09e770: 0xffffffff
0x09e774: 0xffffffff
0x09e778: 0xffffffff
0x09e77c: 0xffffffff
0x09e780: 0xffffffff
0x09e784: 0xffffffff
0x09e788: 0xffffffff
0x09e78c: 0xffffffff
0x09e790: 0xffffffff
0x09e794: 0xffffffff
0x09e798: 0xffffffff
0x09e79c: 0xffffffff
0x09e7a0: 0xffffffff
0x09e7a4: 0xffffffff
0x09e7a8: 0xffffffff
0x09e7ac: 0xffffffff
0x09e7b0: 0xffffffff
0x09e7b4: 0xffffffff
0x09e7b8: 0xffffffff
0x09e7bc: 0xffffffff
0x09e7c0: 0xffffffff
0x09e7c4: 0xffffffff
0x09e7c8: 0xffffffff
0x09e7cc: 0xffffffff
0x09e7d0: 0xffffffff
0x09e7d4: 0xffffffff
0x09e7d8: 0xffffffff
0x09e7dc: 0xffffffff
0x09e7e0: 0xffffffff
0x09e7e4: 0xffffffff
0x09e7e8: 0xffffffff
0x09e7ec: 0xffffffff
0x09e7f0: 0xffffffff
0x09e7f4: 0xffffffff
0x09e7f8: 0xffffffff
0x09e7fc: 0xffffffff
0x09e800: 0xffffffff
0x09e804: 0xffffffff
0x09e808: 0xffffffff
0x09e80c: 0xffffffff
0x09e810: 0xffffffff
0x09e814: 0xffffffff
0x09e818: 0xffffffff
0x09e81c: 0xffffffff
0x09e820: 0xffffffff
0x09e824: 0xffffffff
0x09e828: 0xffffffff
0x09e82c: 0xffffffff
0x09e830: 0xffffffff
0x09e834: 0xffffffff
0x09e838: 0xffffffff
0x09e83c: 0xffffffff
0x09e840: 0xffffffff
0x09e844: 0xffffffff
0x09e848: 0xffffffff
0x09e84c: 0xffffffff
0x09e850: 0xffffffff
0x09e854: 0xffffffff
0x09e858: 0xffffffff
0x09e85c: 0xffffffff
0x09e860: 0xffffffff
0x09e864: 0xffffffff
0x09e868: 0xffffffff
0x09e86c: 0xffffffff
0x09e870: 0xffffffff
0x09e874: 0xffffffff
0x09e878: 0xffffffff
0x09e87c: 0xffffffff
0x09e880: 0xffffffff
0x09e884: 0xffffffff
0x09e888: 0xffffffff
0x09e88c: 0xffffffff
0x09e890: 0xffffffff
0x09e894: 0xffffffff
0x09e898: 0xffffffff
0x09e89c: 0xffffffff
0x09e8a0: 0xffffffff
0x09e8a4: 0xffffffff
0x09e8a8: 0xffffffff
0x09e8ac: 0xffffffff
0x09e8b0: 0xffffffff
0x09e8b4: 0xffffffff
0x09e8b8: 0xffffffff
0x09e8bc: 0xffffffff
0x09e8c0: 0xffffffff
0x09e8c4: 0xffffffff
0x09e8c8: 0xffffffff
0x09e8cc: 0xffffffff
0x09e8d0: 0xffffffff
0x09e8d4: 0xffffffff
0x09e8d8: 0xffffffff
0x09e8dc: 0xffffffff
0x09e8e0: 0xffffffff
0x09e8e4: 0xffffffff
0x09e8e8: 0xffffffff
0x09e8ec: 0xffffffff
0x09e8f0: 0xffffffff
0x09e8f4: 0xffffffff
0x09e8f8: 0xffffffff
0x09e8fc: 0xffffffff
0x09e900: 0xffffffff
0x09e904: 0xffffffff
0x09e908: 0xffffffff
0x09e90c: 0xffffffff
0x09e910: 0xffffffff
0x09e914: 0xffffffff
0x09e918: 0xffffffff
0x09e91c: 0xffffffff
0x09e920: 0xffffffff
0x09e924: 0xffffffff
0x09e928: 0xffffffff
0x09e92c: 0xffffffff
0x09e930: 0xffffffff
0x09e934: 0xffffffff
0x09e938: 0xffffffff
0x09e93c: 0xffffffff
0x09e940: 0xffffffff
0x09e944: 0xffffffff
0x09e948: 0xffffffff
0x09e94c: 0xffffffff
0x09e950: 0xffffffff
0x09e954: 0xffffffff
0x09e958: 0xffffffff
0x09e95c: 0xffffffff
0x09e960: 0xffffffff
0x09e964: 0xffffffff
0x09e968: 0xffffffff
0x09e96c: 0xffffffff
0x09e970: 0xffffffff
0x09e974: 0xffffffff
0x09e978: 0xffffffff
0x09e97c: 0xffffffff
0x09e980: 0xffffffff
0x09e984: 0xffffffff
0x09e988: 0xffffffff
0x09e98c: 0xffffffff
0x09e990: 0xffffffff
0x09e994: 0xffffffff
0x09e998: 0xffffffff
0x09e99c: 0xffffffff
0x09e9a0: 0xffffffff
0x09e9a4: 0xffffffff
0x09e9a8: 0xffffffff
0x09e9ac: 0xffffffff
0x09e9b0: 0xffffffff
0x09e9b4: 0xffffffff
0x09e9b8: 0xffffffff
0x09e9bc: 0xffffffff
0x09e9c0: 0xffffffff
0x09e9c4: 0xffffffff
0x09e9c8: 0xffffffff
0x09e9cc: 0xffffffff
0x09e9d0: 0xffffffff
0x09e9d4: 0xffffffff
0x09e9d8: 0xffffffff
0x09e9dc: 0xffffffff
0x09e9e0: 0xffffffff
0x09e9e4: 0xffffffff
0x09e9e8: 0xffffffff
0x09e9ec: 0xffffffff
0x09e9f0: 0xffffffff
0x09e9f4: 0xffffffff
0x09e9f8: 0xffffffff
0x09e9fc: 0xffffffff
0x09ea00: 0xffffffff
0x09ea04: 0xffffffff
0x09ea08: 0xffffffff
0x09ea0c: 0xffffffff
0x09ea10: 0xffffffff
0x09ea14: 0xffffffff
0x09ea18: 0xffffffff
0x09ea1c: 0xffffffff
0x09ea20: 0xffffffff
0x09ea24: 0xffffffff
0x09ea28: 0xffffffff
0x09ea2c: 0xffffffff
0x09ea30: 0xffffffff
0x09ea34: 0xffffffff
0x09ea38: 0xffffffff
0x09ea3c: 0xffffffff
0x09ea40: 0xffffffff
0x09ea44: 0xffffffff
0x09ea48: 0xffffffff
0x09ea4c: 0xffffffff
0x09ea50: 0xffffffff
0x09ea54: 0xffffffff
0x09ea58: 0xffffffff
0x09ea5c: 0xffffffff
0x09ea60: 0xffffffff
0x09ea64: 0xffffffff
0x09ea68: 0xffffffff
0x09ea6c: 0xffffffff
0x09ea70: 0xffffffff
0x09ea74: 0xffffffff
0x09ea78: 0xffffffff
0x09ea7c: 0xffffffff
0x09ea80: 0xffffffff
0x09ea84: 0xffffffff
0x09ea88: 0xffffffff
0x09ea8c: 0xffffffff
0x09ea90: 0xffffffff
0x09ea94: 0xffffffff
0x09ea98: 0xffffffff
0x09ea9c: 0xffffffff
0x09eaa0: 0xffffffff
0x09eaa4: 0xffffffff
0x09eaa8: 0xffffffff
0x09eaac: 0xffffffff
0x09eab0: 0xffffffff
0x09eab4: 0xffffffff
0x09eab8: 0xffffffff
0x09eabc: 0xffffffff
0x09eac0: 0xffffffff
0x09eac4: 0xffffffff
0x09eac8: 0xffffffff
0x09eacc: 0xffffffff
0x09ead0: 0xffffffff
0x09ead4: 0xffffffff
0x09ead8: 0xffffffff
0x09eadc: 0xffffffff
0x09eae0: 0xffffffff
0x09eae4: 0xffffffff
0x09eae8: 0xffffffff
0x09eaec: 0xffffffff
0x09eaf0: 0xffffffff
0x09eaf4: 0xffffffff
0x09eaf8: 0xffffffff
0x09eafc: 0xffffffff
0x09eb00: 0xffffffff
0x09eb04: 0xffffffff
0x09eb08: 0xffffffff
0x09eb0c: 0xffffffff
0x09eb10: 0xffffffff
0x09eb14: 0xffffffff
0x09eb18: 0xffffffff
0x09eb1c: 0xffffffff
0x09eb20: 0xffffffff
0x09eb24: 0xffffffff
0x09eb28: 0xffffffff
0x09eb2c: 0xffffffff
0x09eb30: 0xffffffff
0x09eb34: 0xffffffff
0x09eb38: 0xffffffff
0x09eb3c: 0xffffffff
0x09eb40: 0xffffffff
0x09eb44: 0xffffffff
0x09eb48: 0xffffffff
0x09eb4c: 0xffffffff
0x09eb50: 0xffffffff
0x09eb54: 0xffffffff
0x09eb58: 0xffffffff
0x09eb5c: 0xffffffff
0x09eb60: 0xffffffff
0x09eb64: 0xffffffff
0x09eb68: 0xffffffff
0x09eb6c: 0xffffffff
0x09eb70: 0xffffffff
0x09eb74: 0xffffffff
0x09eb78: 0xffffffff
0x09eb7c: 0xffffffff
0x09eb80: 0xffffffff
0x09eb84: 0xffffffff
0x09eb88: 0xffffffff
0x09eb8c: 0xffffffff
0x09eb90: 0xffffffff
0x09eb94: 0xffffffff
0x09eb98: 0xffffffff
0x09eb9c: 0xffffffff
0x09eba0: 0xffffffff
0x09eba4: 0xffffffff
0x09eba8: 0xffffffff
0x09ebac: 0xffffffff
0x09ebb0: 0xffffffff
0x09ebb4: 0xffffffff
0x09ebb8: 0xffffffff
0x09ebbc: 0xffffffff
0x09ebc0: 0xffffffff
0x09ebc4: 0xffffffff
0x09ebc8: 0xffffffff
0x09ebcc: 0xffffffff
0x09ebd0: 0xffffffff
0x09ebd4: 0xffffffff
0x09ebd8: 0xffffffff
0x09ebdc: 0xffffffff
0x09ebe0: 0xffffffff
0x09ebe4: 0xffffffff
0x09ebe8: 0xffffffff
0x09ebec: 0xffffffff
0x09ebf0: 0xffffffff
0x09ebf4: 0xffffffff
0x09ebf8: 0xffffffff
0x09ebfc: 0xffffffff
0x09ec00: 0xffffffff
0x09ec04: 0xffffffff
0x09ec08: 0xffffffff
0x09ec0c: 0xffffffff
0x09ec10: 0xffffffff
0x09ec14: 0xffffffff
0x09ec18: 0xffffffff
0x09ec1c: 0xffffffff
0x09ec20: 0xffffffff
0x09ec24: 0xffffffff
0x09ec28: 0xffffffff
0x09ec2c: 0xffffffff
0x09ec30: 0xffffffff
0x09ec34: 0xffffffff
0x09ec38: 0xffffffff
0x09ec3c: 0xffffffff
0x09ec40: 0xffffffff
0x09ec44: 0xffffffff
0x09ec48: 0xffffffff
0x09ec4c: 0xffffffff
0x09ec50: 0xffffffff
0x09ec54: 0xffffffff
0x09ec58: 0xffffffff
0x09ec5c: 0xffffffff
0x09ec60: 0xffffffff
0x09ec64: 0xffffffff
0x09ec68: 0xffffffff
0x09ec6c: 0xffffffff
0x09ec70: 0xffffffff
0x09ec74: 0xffffffff
0x09ec78: 0xffffffff
0x09ec7c: 0xffffffff
0x09ec80: 0xffffffff
0x09ec84: 0xffffffff
0x09ec88: 0xffffffff
0x09ec8c: 0xffffffff
0x09ec90: 0xffffffff
0x09ec94: 0xffffffff
0x09ec98: 0xffffffff
0x09ec9c: 0xffffffff
0x09eca0: 0xffffffff
0x09eca4: 0xffffffff
0x09eca8: 0xffffffff
0x09ecac: 0xffffffff
0x09ecb0: 0xffffffff
0x09ecb4: 0xffffffff
0x09ecb8: 0xffffffff
0x09ecbc: 0xffffffff
0x09ecc0: 0xffffffff
0x09ecc4: 0xffffffff
0x09ecc8: 0xffffffff
0x09eccc: 0xffffffff
0x09ecd0: 0xffffffff
0x09ecd4: 0xffffffff
0x09ecd8: 0xffffffff
0x09ecdc: 0xffffffff
0x09ece0: 0xffffffff
0x09ece4: 0xffffffff
0x09ece8: 0xffffffff
0x09ecec: 0xffffffff
0x09ecf0: 0xffffffff
0x09ecf4: 0xffffffff
0x09ecf8: 0xffffffff
0x09ecfc: 0xffffffff
0x09ed00: 0xffffffff
0x09ed04: 0xffffffff
0x09ed08: 0xffffffff
0x09ed0c: 0xffffffff
0x09ed10: 0xffffffff
0x09ed14: 0xffffffff
0x09ed18: 0xffffffff
0x09ed1c: 0xffffffff
0x09ed20: 0xffffffff
0x09ed24: 0xffffffff
0x09ed28: 0xffffffff
0x09ed2c: 0xffffffff
0x09ed30: 0xffffffff
0x09ed34: 0xffffffff
0x09ed38: 0xffffffff
0x09ed3c: 0xffffffff
0x09ed40: 0xffffffff
0x09ed44: 0xffffffff
0x09ed48: 0xffffffff
0x09ed4c: 0xffffffff
0x09ed50: 0xffffffff
0x09ed54: 0xffffffff
0x09ed58: 0xffffffff
0x09ed5c: 0xffffffff
0x09ed60: 0xffffffff
0x09ed64: 0xffffffff
0x09ed68: 0xffffffff
0x09ed6c: 0xffffffff
0x09ed70: 0xffffffff
0x09ed74: 0xffffffff
0x09ed78: 0xffffffff
0x09ed7c: 0xffffffff
0x09ed80: 0xffffffff
0x09ed84: 0xffffffff
0x09ed88: 0xffffffff
0x09ed8c: 0xffffffff
0x09ed90: 0xffffffff
0x09ed94: 0xffffffff
0x09ed98: 0xffffffff
0x09ed9c: 0xffffffff
0x09eda0: 0xffffffff
0x09eda4: 0xffffffff
0x09eda8: 0xffffffff
0x09edac: 0xffffffff
0x09edb0: 0xffffffff
0x09edb4: 0xffffffff
0x09edb8: 0xffffffff
0x09edbc: 0xffffffff
0x09edc0: 0xffffffff
0x09edc4: 0xffffffff
0x09edc8: 0xffffffff
0x09edcc: 0xffffffff
0x09edd0: 0xffffffff
0x09edd4: 0xffffffff
0x09edd8: 0xffffffff
0x09eddc: 0xffffffff
0x09ede0: 0xffffffff
0x09ede4: 0xffffffff
0x09ede8: 0xffffffff
0x09edec: 0xffffffff
0x09edf0: 0xffffffff
0x09edf4: 0xffffffff
0x09edf8: 0xffffffff
0x09edfc: 0xffffffff
0x09ee00: 0xffffffff
0x09ee04: 0xffffffff
0x09ee08: 0xffffffff
0x09ee0c: 0xffffffff
0x09ee10: 0xffffffff
0x09ee14: 0xffffffff
0x09ee18: 0xffffffff
0x09ee1c: 0xffffffff
0x09ee20: 0xffffffff
0x09ee24: 0xffffffff
0x09ee28: 0xffffffff
0x09ee2c: 0xffffffff
0x09ee30: 0xffffffff
0x09ee34: 0xffffffff
0x09ee38: 0xffffffff
0x09ee3c: 0xffffffff
0x09ee40: 0xffffffff
0x09ee44: 0xffffffff
0x09ee48: 0xffffffff
0x09ee4c: 0xffffffff
0x09ee50: 0xffffffff
0x09ee54: 0xffffffff
0x09ee58: 0xffffffff
0x09ee5c: 0xffffffff
0x09ee60: 0xffffffff
0x09ee64: 0xffffffff
0x09ee68: 0xffffffff
0x09ee6c: 0xffffffff
0x09ee70: 0xffffffff
0x09ee74: 0xffffffff
0x09ee78: 0xffffffff
0x09ee7c: 0xffffffff
0x09ee80: 0xffffffff
0x09ee84: 0xffffffff
0x09ee88: 0xffffffff
0x09ee8c: 0xffffffff
0x09ee90: 0xffffffff
0x09ee94: 0xffffffff
0x09ee98: 0xffffffff
0x09ee9c: 0xffffffff
0x09eea0: 0xffffffff
0x09eea4: 0xffffffff
0x09eea8: 0xffffffff
0x09eeac: 0xffffffff
0x09eeb0: 0xffffffff
0x09eeb4: 0xffffffff
0x09eeb8: 0xffffffff
0x09eebc: 0xffffffff
0x09eec0: 0xffffffff
0x09eec4: 0xffffffff
0x09eec8: 0xffffffff
0x09eecc: 0xffffffff
0x09eed0: 0xffffffff
0x09eed4: 0xffffffff
0x09eed8: 0xffffffff
0x09eedc: 0xffffffff
0x09eee0: 0xffffffff
0x09eee4: 0xffffffff
0x09eee8: 0xffffffff
0x09eeec: 0xffffffff
0x09eef0: 0xffffffff
0x09eef4: 0xffffffff
0x09eef8: 0xffffffff
0x09eefc: 0xffffffff
0x09ef00: 0xffffffff
0x09ef04: 0xffffffff
0x09ef08: 0xffffffff
0x09ef0c: 0xffffffff
0x09ef10: 0xffffffff
0x09ef14: 0xffffffff
0x09ef18: 0xffffffff
0x09ef1c: 0xffffffff
0x09ef20: 0xffffffff
0x09ef24: 0xffffffff
0x09ef28: 0xffffffff
0x09ef2c: 0xffffffff
0x09ef30: 0xffffffff
0x09ef34: 0xffffffff
0x09ef38: 0xffffffff
0x09ef3c: 0xffffffff
0x09ef40: 0xffffffff
0x09ef44: 0xffffffff
0x09ef48: 0xffffffff
0x09ef4c: 0xffffffff
0x09ef50: 0xffffffff
0x09ef54: 0xffffffff
0x09ef58: 0xffffffff
0x09ef5c: 0xffffffff
0x09ef60: 0xffffffff
0x09ef64: 0xffffffff
0x09ef68: 0xffffffff
0x09ef6c: 0xffffffff
0x09ef70: 0xffffffff
0x09ef74: 0xffffffff
0x09ef78: 0xffffffff
0x09ef7c: 0xffffffff
0x09ef80: 0xffffffff
0x09ef84: 0xffffffff
0x09ef88: 0xffffffff
0x09ef8c: 0xffffffff
0x09ef90: 0xffffffff
0x09ef94: 0xffffffff
0x09ef98: 0xffffffff
0x09ef9c: 0xffffffff
0x09efa0: 0xffffffff
0x09efa4: 0xffffffff
0x09efa8: 0xffffffff
0x09efac: 0xffffffff
0x09efb0: 0xffffffff
0x09efb4: 0xffffffff
0x09efb8: 0xffffffff
0x09efbc: 0xffffffff
0x09efc0: 0xffffffff
0x09efc4: 0xffffffff
0x09efc8: 0xffffffff
0x09efcc: 0xffffffff
0x09efd0: 0xffffffff
0x09efd4: 0xffffffff
0x09efd8: 0xffffffff
0x09efdc: 0xffffffff
0x09efe0: 0xffffffff
0x09efe4: 0xffffffff
0x09efe8: 0xffffffff
0x09efec: 0xffffffff
0x09eff0: 0xffffffff
0x09eff4: 0xffffffff
0x09eff8: 0xffffffff
0x09effc: 0xffffffff
0x09f000: 0xffffffff
0x09f004: 0xffffffff
0x09f008: 0xffffffff
0x09f00c: 0xffffffff
0x09f010: 0xffffffff
0x09f014: 0xffffffff
0x09f018: 0xffffffff
0x09f01c: 0xffffffff
0x09f020: 0xffffffff
0x09f024: 0xffffffff
0x09f028: 0xffffffff
0x09f02c: 0xffffffff
0x09f030: 0xffffffff
0x09f034: 0xffffffff
0x09f038: 0xffffffff
0x09f03c: 0xffffffff
0x09f040: 0xffffffff
0x09f044: 0xffffffff
0x09f048: 0xffffffff
0x09f04c: 0xffffffff
0x09f050: 0xffffffff
0x09f054: 0xffffffff
0x09f058: 0xffffffff
0x09f05c: 0xffffffff
0x09f060: 0xffffffff
0x09f064: 0xffffffff
0x09f068: 0xffffffff
0x09f06c: 0xffffffff
0x09f070: 0xffffffff
0x09f074: 0xffffffff
0x09f078: 0xffffffff
0x09f07c: 0xffffffff
0x09f080: 0xffffffff
0x09f084: 0xffffffff
0x09f088: 0xffffffff
0x09f08c: 0xffffffff
0x09f090: 0xffffffff
0x09f094: 0xffffffff
0x09f098: 0xffffffff
0x09f09c: 0xffffffff
0x09f0a0: 0xffffffff
0x09f0a4: 0xffffffff
0x09f0a8: 0xffffffff
0x09f0ac: 0xffffffff
0x09f0b0: 0xffffffff
0x09f0b4: 0xffffffff
0x09f0b8: 0xffffffff
0x09f0bc: 0xffffffff
0x09f0c0: 0xffffffff
0x09f0c4: 0xffffffff
0x09f0c8: 0xffffffff
0x09f0cc: 0xffffffff
0x09f0d0: 0xffffffff
